timestamp,run_label,engine,scenario,time_seconds,memory_mb,cpu_count,cpu_count_logical,cpu_name,cpu_freq_mhz,memory_total_gb,memory_available_gb
2025-10-26T05:20:05.582771,batch,polars,medium,0.0487,0.0,6,12,,4319,31.26,8.98
2025-10-26T05:20:05.582771,batch,polars,large,0.2968,0.02,6,12,,4319,31.26,8.98
2025-10-26T05:20:05.582771,batch,polars,xlarge,3.5882,0.04,6,12,,4319,31.26,8.98
2025-10-26T05:23:44.984699,batch,polars,small,0.0128,0.0,6,12,,3813,31.26,6.52
2025-10-26T05:23:44.984699,batch,polars,medium,0.0507,0.02,6,12,,3813,31.26,6.52
2025-10-26T05:23:44.984699,batch,polars,large,0.2966,0.02,6,12,,3813,31.26,6.52
2025-10-26T05:23:44.984699,batch,polars,xlarge,3.9859,0.03,6,12,,3813,31.26,6.52
2025-10-26T05:27:17.421874,batch,polars,small,0.0132,0.0,6,12,,4140,31.26,6.22
2025-10-26T05:27:17.421874,batch,polars,medium,0.0421,0.02,6,12,,4140,31.26,6.22
2025-10-26T05:27:17.421874,batch,polars,large,0.3019,0.02,6,12,,4140,31.26,6.22
2025-10-26T05:27:17.421874,batch,polars,xlarge,10.2947,0.03,6,12,,4140,31.26,6.22
2025-10-26T05:31:03.536149,batch,polars,small,0.0283,0.0,6,12,,4105,31.26,8.14
2025-10-26T05:31:03.536149,batch,polars,medium,0.043,0.02,6,12,,4105,31.26,8.14
2025-10-26T05:31:03.536149,batch,polars,large,0.2846,0.02,6,12,,4105,31.26,8.14
2025-10-26T05:31:03.536149,batch,polars,xlarge,4.6426,0.03,6,12,,4105,31.26,8.14
2025-10-26T05:34:42.516683,batch,polars,small,0.0125,0.0,6,12,,3740,31.26,8.9
2025-10-26T05:34:42.516683,batch,polars,medium,0.0489,0.02,6,12,,3740,31.26,8.9
2025-10-26T05:34:42.516683,batch,polars,large,0.3047,0.02,6,12,,3740,31.26,8.9
2025-10-26T05:34:42.516683,batch,polars,xlarge,4.7111,0.03,6,12,,3740,31.26,8.9
2025-10-26T05:38:18.029318,batch,polars,small,0.0133,0.0,6,12,,4004,31.26,8.96
2025-10-26T05:38:18.029318,batch,polars,medium,0.0429,0.02,6,12,,4004,31.26,8.96
2025-10-26T05:38:18.029318,batch,polars,large,0.3037,0.02,6,12,,4004,31.26,8.96
2025-10-26T05:38:18.029318,batch,polars,xlarge,3.5944,0.03,6,12,,4004,31.26,8.96
2025-10-26T05:41:49.889251,batch,polars,small,0.0134,0.0,6,12,,4213,31.26,6.16
2025-10-26T05:41:49.889251,batch,polars,medium,0.0447,0.02,6,12,,4213,31.26,6.16
2025-10-26T05:41:49.889251,batch,polars,large,0.2818,0.02,6,12,,4213,31.26,6.16
2025-10-26T05:41:49.889251,batch,polars,xlarge,3.6319,0.03,6,12,,4213,31.26,6.16
2025-10-26T05:45:20.554609,batch,polars,small,0.0162,0.0,6,12,,4021,31.26,5.62
2025-10-26T05:45:20.554609,batch,polars,medium,0.0467,0.02,6,12,,4021,31.26,5.62
2025-10-26T05:45:20.554609,batch,polars,large,0.2976,0.02,6,12,,4021,31.26,5.62
2025-10-26T05:45:20.554609,batch,polars,xlarge,4.4985,0.03,6,12,,4021,31.26,5.62
2025-10-26T05:48:49.912442,batch,polars,small,0.0124,0.0,6,12,,4392,31.26,8.99
2025-10-26T05:48:49.912442,batch,polars,medium,0.0416,0.02,6,12,,4392,31.26,8.99
2025-10-26T05:48:49.912442,batch,polars,large,0.3036,0.02,6,12,,4392,31.26,8.99
2025-10-26T05:48:49.912442,batch,polars,xlarge,3.5637,0.03,6,12,,4392,31.26,8.99
2025-10-26T05:52:28.878674,batch,polars,small,0.0131,0.0,6,12,,4413,31.26,6.24
2025-10-26T05:52:28.878674,batch,polars,medium,0.0555,0.02,6,12,,4413,31.26,6.24
2025-10-26T05:52:28.878674,batch,polars,large,0.2863,0.02,6,12,,4413,31.26,6.24
2025-10-26T05:52:28.878674,batch,polars,xlarge,4.7756,0.03,6,12,,4413,31.26,6.24
2025-10-26T05:55:57.667545,batch,polars,small,0.0123,0.0,6,12,,3999,31.26,9.3
2025-10-26T05:55:57.667545,batch,polars,medium,0.0455,0.02,6,12,,3999,31.26,9.3
2025-10-26T05:55:57.667545,batch,polars,large,0.2989,0.02,6,12,,3999,31.26,9.3
2025-10-26T05:55:57.667545,batch,polars,xlarge,4.712,0.03,6,12,,3999,31.26,9.3
2025-10-26T05:59:29.639164,batch,polars,small,0.0131,0.0,6,12,,4147,31.26,8.84
2025-10-26T05:59:29.639164,batch,polars,medium,0.0472,0.02,6,12,,4147,31.26,8.84
2025-10-26T05:59:29.639164,batch,polars,large,0.3054,0.02,6,12,,4147,31.26,8.84
2025-10-26T05:59:29.639164,batch,polars,xlarge,4.8809,0.03,6,12,,4147,31.26,8.84
2025-10-26T06:03:08.754308,batch,polars,small,0.0134,0.0,6,12,,4121,31.26,8.79
2025-10-26T06:03:08.754308,batch,polars,medium,0.0441,0.0,6,12,,4121,31.26,8.79
2025-10-26T06:03:08.754308,batch,polars,large,0.3046,0.02,6,12,,4121,31.26,8.79
2025-10-26T06:03:08.754308,batch,polars,xlarge,7.2195,0.03,6,12,,4121,31.26,8.79
2025-10-26T06:06:45.238052,batch,polars,small,0.0128,0.0,6,12,,4004,31.26,8.68
2025-10-26T06:06:45.238052,batch,polars,medium,0.0447,0.02,6,12,,4004,31.26,8.68
2025-10-26T06:06:45.238052,batch,polars,large,0.2884,0.02,6,12,,4004,31.26,8.68
2025-10-26T06:06:45.238052,batch,polars,xlarge,4.4697,0.03,6,12,,4004,31.26,8.68
2025-10-26T06:10:24.633016,batch,polars,small,0.0121,0.0,6,12,,4203,31.26,8.94
2025-10-26T06:10:24.633016,batch,polars,medium,0.0403,0.02,6,12,,4203,31.26,8.94
2025-10-26T06:10:24.633016,batch,polars,large,0.3048,0.02,6,12,,4203,31.26,8.94
2025-10-26T06:10:24.633016,batch,polars,xlarge,7.8718,0.03,6,12,,4203,31.26,8.94
2025-10-26T06:14:07.781842,batch,polars,small,0.0222,0.0,6,12,,3940,31.26,5.38
2025-10-26T06:14:07.781842,batch,polars,medium,0.0469,0.0,6,12,,3940,31.26,5.38
2025-10-26T06:14:07.781842,batch,polars,large,0.2918,0.02,6,12,,3940,31.26,5.38
2025-10-26T06:14:07.781842,batch,polars,xlarge,4.7101,0.03,6,12,,3940,31.26,5.38
2025-10-26T06:17:45.979745,batch,polars,small,0.0137,0.0,6,12,,4031,31.26,8.73
2025-10-26T06:17:45.979745,batch,polars,medium,0.0453,0.0,6,12,,4031,31.26,8.73
2025-10-26T06:17:45.979745,batch,polars,large,0.3001,0.02,6,12,,4031,31.26,8.73
2025-10-26T06:17:45.979745,batch,polars,xlarge,3.5081,0.03,6,12,,4031,31.26,8.73
2025-10-26T06:21:18.191499,batch,polars,small,0.0164,0.0,6,12,,3935,31.26,4.39
2025-10-26T06:21:18.191499,batch,polars,medium,0.0461,0.02,6,12,,3935,31.26,4.39
2025-10-26T06:21:18.191499,batch,polars,large,0.2821,0.02,6,12,,3935,31.26,4.39
2025-10-26T06:21:18.191499,batch,polars,xlarge,4.6632,0.03,6,12,,3935,31.26,4.39
2025-10-26T06:24:50.616378,batch,polars,small,0.0124,0.0,6,12,,4277,31.26,8.63
2025-10-26T06:24:50.616378,batch,polars,medium,0.049,0.02,6,12,,4277,31.26,8.63
2025-10-26T06:24:50.616378,batch,polars,large,0.2852,0.02,6,12,,4277,31.26,8.63
2025-10-26T06:24:50.616378,batch,polars,xlarge,3.7501,0.03,6,12,,4277,31.26,8.63
2025-10-26T06:28:26.374303,batch,polars,small,0.0153,0.0,6,12,,3998,31.26,6.69
2025-10-26T06:28:26.374303,batch,polars,medium,0.0482,0.02,6,12,,3998,31.26,6.69
2025-10-26T06:28:26.374303,batch,polars,large,0.2907,0.02,6,12,,3998,31.26,6.69
2025-10-26T06:28:26.374303,batch,polars,xlarge,3.5644,0.03,6,12,,3998,31.26,6.69
2025-10-26T06:32:00.388044,batch,polars,small,0.0128,0.0,6,12,,3953,31.26,5.53
2025-10-26T06:32:00.388044,batch,polars,medium,0.046,0.02,6,12,,3953,31.26,5.53
2025-10-26T06:32:00.388044,batch,polars,large,0.2936,0.02,6,12,,3953,31.26,5.53
2025-10-26T06:32:00.388044,batch,polars,xlarge,9.2083,0.03,6,12,,3953,31.26,5.53
2025-10-26T06:35:35.867446,batch,polars,small,0.0282,0.0,6,12,,4010,31.26,5.92
2025-10-26T06:35:35.867446,batch,polars,medium,0.0495,0.0,6,12,,4010,31.26,5.92
2025-10-26T06:35:35.867446,batch,polars,large,0.2899,0.02,6,12,,4010,31.26,5.92
2025-10-26T06:35:35.867446,batch,polars,xlarge,5.0618,0.03,6,12,,4010,31.26,5.92
2025-10-26T06:39:15.599122,batch,polars,small,0.0129,0.0,6,12,,4075,31.26,9.0
2025-10-26T06:39:15.599122,batch,polars,medium,0.0436,0.02,6,12,,4075,31.26,9.0
2025-10-26T06:39:15.599122,batch,polars,large,0.2926,0.02,6,12,,4075,31.26,9.0
2025-10-26T06:39:15.599122,batch,polars,xlarge,4.656,0.03,6,12,,4075,31.26,9.0
